agents,healthStatus,solveConicGibbsGreedyDynamic,PPO_4Bucket_50000000,PPO_4Bucket_20000000,PPO_5Bucket_50000000,PPO_5Bucket_20000000,solveMILP
"[(0, 1, 0.9469378951269599), (1, 1, 0.11206592573023733), (2, 1, 0.29688637623699843), (3, 2, 0.30702740016783536), (4, 2, 0.14804742251187553), (5, 2, 0.5254436143622139), (6, 3, 0.7248402973183196), (7, 3, 0.260631144612019), (8, 1, 0.8231540324127367), (9, 3, 0.23722788748491375), (10, 2, 0.34045878010488884), (11, 3, 0.23628655490907957), (12, 2, 0.06374918812418362), (13, 3, 0.004211778718058334), (14, 1, 0.2788400906566556), (15, 1, 0.9931744111287312), (16, 3, 0.2842418760196457), (17, 1, 0.00117195771546319), (18, 1, 0.6114000975190685), (19, 3, 0.8186928618640759), (20, 1, 0.09925506579665444), (21, 1, 0.19830492289017942), (22, 1, 0.9468546195557738), (23, 2, 0.7825454576767519), (24, 2, 0.4489155400111221), (25, 2, 0.9390994069961911), (26, 3, 0.11722277728958119), (27, 1, 0.1625032285034863), (28, 2, 0.7138148754379551), (29, 2, 0.89242731247774), (30, 1, 0.20402949026586903), (31, 3, 0.9842020481500003), (32, 1, 0.8276706811384512), (33, 2, 0.3207029203867946), (34, 3, 0.6156730837382905), (35, 1, 0.4318680160340229), (36, 2, 0.5536057881821872), (37, 2, 0.29691694700833315), (38, 3, 0.03513491472299812), (39, 2, 0.7791060995379607), (40, 3, 0.7606341288104256), (41, 3, 0.34766251212525645), (42, 2, 0.49649632544475597), (43, 3, 0.4946498819815668), (44, 2, 0.6289377248602419), (45, 2, 0.5184632510461404), (46, 1, 0.3374373084255228), (47, 2, 0.025773790280078313), (48, 1, 0.9564571229180711), (49, 3, 0.6712519179449893)]","[1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1]",8,13,7,6,13,6
"[(0, 3, 0.9843602805508725), (1, 3, 0.4953541218743359), (2, 1, 0.034598889686925594), (3, 1, 0.2937510907281973), (4, 2, 0.056150266987989306), (5, 1, 0.3929495393399717), (6, 2, 0.38108357424612505), (7, 2, 0.4421045675913724), (8, 2, 0.44889807673839555), (9, 1, 0.5885442829319917), (10, 2, 0.667679222085887), (11, 2, 0.2252262009996553), (12, 2, 0.6365187555845823), (13, 3, 0.43146200548220404), (14, 1, 0.6460247801301995), (15, 1, 0.3033959153892387), (16, 1, 0.13161821965428666), (17, 3, 0.9920920257653529), (18, 1, 0.8155151598871937), (19, 1, 0.8489734109413372), (20, 1, 0.3022569656440611), (21, 1, 0.9032073627867848), (22, 3, 0.6831762489111072), (23, 2, 0.6301382532423274), (24, 1, 0.6660013998093314), (25, 2, 0.6079785657786629), (26, 3, 0.53843417189641), (27, 2, 0.9518086348050121), (28, 3, 0.1488197722745206), (29, 2, 0.12663604540983975), (30, 1, 0.5918203969386828), (31, 3, 0.2676859464655239), (32, 3, 0.32141053838393696), (33, 2, 0.3456284685938359), (34, 2, 0.44291017813022127), (35, 3, 0.7299704065745994), (36, 1, 0.4680041900980657), (37, 3, 0.692845734656318), (38, 3, 0.8606455548672484), (39, 3, 0.804288707834742), (40, 3, 0.03544322975257308), (41, 3, 0.3889943572487147), (42, 1, 0.8527091354959302), (43, 1, 0.6676287999837912), (44, 1, 0.6020697712457482), (45, 2, 0.9751121584707437), (46, 2, 0.9636085746233612), (47, 1, 0.3052624986134507), (48, 3, 0.6741659857056491), (49, 1, 0.21938034341992452)]","[1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0]",15,13,13,12,6,15
"[(0, 3, 0.5044631278211433), (1, 2, 0.32727726432435356), (2, 3, 0.8741785620718813), (3, 2, 0.6787208501863138), (4, 3, 0.27687061545318237), (5, 1, 0.015097930642701152), (6, 2, 0.197886414396945), (7, 1, 0.9170561804055796), (8, 3, 0.44168513302876855), (9, 2, 0.8901766064777071), (10, 1, 0.20599057797150588), (11, 2, 0.8101325294685369), (12, 1, 0.2833281215991309), (13, 1, 0.41812176137376555), (14, 2, 0.09716978142378685), (15, 2, 0.7793405664516767), (16, 3, 0.6216675569190809), (17, 1, 0.22565614204634765), (18, 3, 0.7719206674145153), (19, 1, 0.140650015729616), (20, 2, 0.8209303180419213), (21, 3, 0.44019698058350265), (22, 2, 0.5663987577489717), (23, 3, 0.36525348461323437), (24, 1, 0.479778506350406), (25, 1, 0.4077969547324676), (26, 1, 0.6896824038019664), (27, 1, 0.6238468790129383), (28, 3, 0.6772722560523907), (29, 1, 0.11969181947517449), (30, 3, 0.6626377674663101), (31, 3, 0.7740470097476149), (32, 3, 0.22250326706140533), (33, 1, 0.984617440893916), (34, 3, 0.5573571943447745), (35, 1, 0.9330593059959181), (36, 3, 0.07551613929390721), (37, 2, 0.16192861139982995), (38, 3, 0.1186391328651506), (39, 2, 0.14848485155119173), (40, 3, 0.20136268474333752), (41, 1, 0.4410096936232055), (42, 3, 0.5702739614655404), (43, 2, 0.4245966938788158), (44, 3, 0.011822452080090473), (45, 1, 0.4920237257047747), (46, 1, 0.3131979220123984), (47, 1, 0.09040334538865424), (48, 2, 0.39010320745461), (49, 2, 0.994175974808455)]","[0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",8,13,8,4,12,7
"[(0, 2, 0.6548613366650932), (1, 2, 0.5022944693328818), (2, 3, 0.7260228163658441), (3, 1, 0.2125148738378556), (4, 2, 0.7261863657392174), (5, 2, 0.26241005667672324), (6, 1, 0.5153448921458499), (7, 3, 0.21629154836912357), (8, 2, 0.27124428499330255), (9, 2, 0.621209625303391), (10, 1, 0.7419227252968306), (11, 1, 0.7041900231496656), (12, 3, 0.4192409183199395), (13, 1, 0.7776988773397459), (14, 1, 0.2519039886944444), (15, 2, 0.3044773117733549), (16, 1, 0.7394444781434242), (17, 3, 0.1371571784885428), (18, 3, 0.8815688418972728), (19, 3, 0.015244222115910477), (20, 2, 0.2927644853869894), (21, 1, 0.6031888780225741), (22, 3, 0.16724444241366376), (23, 3, 0.47281772174829206), (24, 1, 0.43022515070344824), (25, 2, 0.4038250119715915), (26, 3, 0.5634429643874498), (27, 1, 0.432124830351994), (28, 3, 0.39269762715717094), (29, 2, 0.47206970907635626), (30, 3, 0.1750602475343146), (31, 2, 0.6083192663093304), (32, 1, 0.6962464321066899), (33, 3, 0.5322636201846063), (34, 1, 0.5308221041942458), (35, 1, 0.32211202388040894), (36, 1, 0.35484009429987096), (37, 1, 0.9176841609016568), (38, 3, 0.18624770460448492), (39, 1, 0.499157093613543), (40, 3, 0.8443054120840582), (41, 2, 0.203635674418706), (42, 1, 0.3735089455878716), (43, 2, 0.5603245455940266), (44, 3, 0.5490722884952958), (45, 1, 0.20422235552716606), (46, 2, 0.6493153413453152), (47, 2, 0.587669268244774), (48, 2, 0.693064928090678), (49, 3, 0.6194512783980268)]","[1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0]",7,3,12,6,12,7
"[(0, 2, 0.14670273350835727), (1, 2, 0.4200655059105869), (2, 1, 0.024240469336245907), (3, 3, 0.21668199415765899), (4, 1, 0.8583890792745845), (5, 3, 0.9499735487873422), (6, 1, 0.3306124683650009), (7, 3, 0.014241169954534616), (8, 1, 0.39163146052373177), (9, 1, 0.23451974777891016), (10, 2, 0.5707141593171552), (11, 1, 0.6483202468892445), (12, 1, 0.40529005511266225), (13, 2, 0.11277532557881786), (14, 2, 0.14081171427194528), (15, 1, 0.8352539923195647), (16, 3, 0.4411290777524528), (17, 2, 0.577332775009198), (18, 2, 0.2319973199096279), (19, 1, 0.19660416018167348), (20, 1, 0.6552964191191212), (21, 1, 0.45920309949752247), (22, 3, 0.4691925437120751), (23, 2, 0.08434903216994394), (24, 1, 0.8976847171429769), (25, 2, 0.7097024665003902), (26, 3, 0.04515254090026943), (27, 1, 0.09666627429142649), (28, 3, 0.872939172155939), (29, 2, 0.6333347602253205), (30, 3, 0.8313637381468926), (31, 3, 0.4051932745680509), (32, 2, 0.138167530920287), (33, 2, 0.3023659274218362), (34, 3, 0.8074750644434441), (35, 2, 0.8352881276586895), (36, 2, 0.2770684655299781), (37, 1, 0.44569828955408675), (38, 1, 0.8342972899539404), (39, 2, 0.8997703610077539), (40, 3, 0.47633262240005103), (41, 2, 0.9482493562883049), (42, 2, 0.6280534303921477), (43, 2, 0.19305567594587592), (44, 3, 0.38937861592896994), (45, 2, 0.9408164476478202), (46, 3, 0.4604358404094996), (47, 3, 0.9186098607014288), (48, 1, 0.053831239323765656), (49, 3, 0.42373415148055715)]","[0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0]",16,0,6,6,0,16
"[(0, 2, 0.5207634161618928), (1, 2, 0.9723073784123498), (2, 2, 0.8885301060860954), (3, 1, 0.8736365187814206), (4, 3, 0.288353279585123), (5, 2, 0.3043527707428426), (6, 3, 0.5895797564515824), (7, 2, 0.8800789725005853), (8, 2, 0.05828469924210056), (9, 2, 0.7190720557882099), (10, 1, 0.5398611740882945), (11, 1, 0.4181423942726731), (12, 1, 0.29201057759235405), (13, 3, 0.6129781793905648), (14, 1, 0.8218909035421847), (15, 3, 0.8023008543517464), (16, 3, 0.7318260012290096), (17, 2, 0.3506477472675189), (18, 1, 0.20743940473172062), (19, 3, 0.8698619465526585), (20, 2, 0.14122666423375707), (21, 3, 0.33651855330349734), (22, 1, 0.8114371966939011), (23, 3, 0.7639065803461398), (24, 2, 0.822074010784648), (25, 1, 0.7126884400864029), (26, 2, 0.3498658485196241), (27, 2, 0.5279857920787915), (28, 3, 0.5951223461289342), (29, 1, 0.3967704865327101), (30, 3, 0.03529064064312559), (31, 3, 0.12338266662811559), (32, 3, 0.3487370969304281), (33, 3, 0.5841845885343042), (34, 1, 0.5357531748984007), (35, 1, 0.28926835207318213), (36, 1, 0.17351921493599787), (37, 2, 0.25856599076587916), (38, 2, 0.1996655283878701), (39, 1, 0.6103494163019717), (40, 2, 0.1589268274029637), (41, 2, 0.6352430798377411), (42, 2, 0.3837375708595602), (43, 1, 0.5627197431411101), (44, 2, 0.09515959456255774), (45, 1, 0.06998961746276022), (46, 1, 0.7940985225569342), (47, 1, 0.8997770248488179), (48, 2, 0.7601248497756011), (49, 2, 0.5676479744388864)]","[1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0]",8,5,13,8,5,8
"[(0, 3, 0.494545055421196), (1, 2, 0.9230718403282481), (2, 2, 0.6023867996011069), (3, 1, 0.21088182305273895), (4, 2, 0.5184242142360028), (5, 1, 0.8399406815932933), (6, 1, 0.21022636967761676), (7, 2, 0.26006703596225467), (8, 2, 0.5177962186691039), (9, 3, 0.97596670539381), (10, 3, 0.06689148307473047), (11, 3, 0.8946116515640112), (12, 3, 0.34229552875505687), (13, 3, 0.02828100498151853), (14, 2, 0.6852540037524177), (15, 3, 0.5947140824497882), (16, 1, 0.2494091368745074), (17, 3, 0.19739425602376381), (18, 2, 0.5527628745474553), (19, 2, 0.2575449854976626), (20, 1, 0.44419487922813516), (21, 2, 0.9770646034769954), (22, 1, 0.4368049498895663), (23, 1, 0.8146561192033016), (24, 1, 0.33737344249671786), (25, 1, 0.059166026544711814), (26, 1, 0.7289879247196523), (27, 3, 0.08186376167221687), (28, 3, 0.770599740511548), (29, 2, 0.9421787701291434), (30, 3, 0.37293210569872737), (31, 2, 0.12992076263994345), (32, 3, 0.8536307833646718), (33, 1, 0.6199003732624478), (34, 2, 0.199802400014077), (35, 3, 0.6870186043089644), (36, 2, 0.3803354136210555), (37, 1, 0.4600058710926487), (38, 1, 0.739980390622153), (39, 1, 0.21622980602250597), (40, 1, 0.4679598123403591), (41, 3, 0.1526918249322835), (42, 2, 0.6414426991896658), (43, 2, 0.5415847440338856), (44, 1, 0.8116846929384904), (45, 1, 0.5694099298699079), (46, 3, 0.016848799485103427), (47, 3, 0.733217704414954), (48, 2, 0.42774497413540735), (49, 3, 0.8662156555922341)]","[1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1]",16,6,14,8,13,16
"[(0, 2, 0.716545102147293), (1, 2, 0.28671524170301155), (2, 1, 0.7112785288121977), (3, 3, 0.4609085121669181), (4, 1, 0.2373813823032953), (5, 1, 0.2658633978941837), (6, 3, 0.2764288231626083), (7, 3, 0.08676195264978592), (8, 3, 0.4396565283212165), (9, 2, 0.19086485612358817), (10, 1, 0.053466997526091964), (11, 3, 0.2697330665367823), (12, 3, 0.8424863529556403), (13, 2, 0.8781172224361149), (14, 3, 0.9399606671740801), (15, 3, 0.3405820868448439), (16, 3, 0.21352113695680386), (17, 1, 0.2723957073240606), (18, 2, 0.43072229964706166), (19, 3, 0.1649179504208732), (20, 2, 0.6796808068794908), (21, 1, 0.05936600317544782), (22, 2, 0.47524749617873674), (23, 3, 0.9212578628196466), (24, 2, 0.32785532080354474), (25, 2, 0.11403657264858069), (26, 2, 0.9044746758664137), (27, 2, 0.3487097652205523), (28, 3, 0.41918045485770805), (29, 2, 0.774379746755238), (30, 1, 0.2962762762072382), (31, 3, 0.17248833033044475), (32, 3, 0.9376075491220345), (33, 2, 0.12976726136706662), (34, 1, 0.9361811889014704), (35, 2, 0.5710400808063629), (36, 2, 0.17524291551800375), (37, 3, 0.5709531578117559), (38, 2, 0.9699215656283192), (39, 3, 0.550220794534755), (40, 3, 0.08261335784538182), (41, 3, 0.8134931638315579), (42, 2, 0.5415175852756017), (43, 3, 0.39133904965424693), (44, 1, 0.21165076129422067), (45, 1, 0.6586529748274824), (46, 1, 0.6302969089068546), (47, 1, 0.26777415666667415), (48, 2, 0.7898842528130434), (49, 2, 0.6188875099478879)]","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1]",17,14,14,14,14,17
"[(0, 3, 0.9216013607599128), (1, 1, 0.9721277424216179), (2, 2, 0.07655014922332026), (3, 3, 0.6441631771554323), (4, 2, 0.5843377720184514), (5, 2, 0.13092001114852814), (6, 2, 0.025116865266989752), (7, 3, 0.4051257402075009), (8, 3, 0.2853044667567637), (9, 3, 0.6462795262432222), (10, 3, 0.9202729912530728), (11, 3, 0.24203193213965268), (12, 1, 0.6276900745716918), (13, 1, 0.9973631598292734), (14, 3, 0.2702186748418104), (15, 3, 0.3472076719924525), (16, 3, 0.758365747395283), (17, 1, 0.534662034892137), (18, 3, 0.7532219597465569), (19, 2, 0.7337586418191749), (20, 1, 0.22236303205234442), (21, 2, 0.5949890552462231), (22, 2, 0.99842874429307), (23, 2, 0.6208120488448596), (24, 2, 0.9841619075396331), (25, 1, 0.6191603678440646), (26, 3, 0.39178845144803887), (27, 3, 0.7146539739506252), (28, 1, 0.6115965252215799), (29, 2, 0.6689577571834009), (30, 3, 0.29915575706218056), (31, 2, 0.7142231141297838), (32, 2, 0.3413048926526616), (33, 1, 0.5445309602964818), (34, 2, 0.7086772233194283), (35, 3, 0.25540307114229677), (36, 3, 0.38303013773273387), (37, 2, 0.3329442108104864), (38, 1, 0.7359391882884494), (39, 2, 0.4766272689938904), (40, 1, 0.23215708722664485), (41, 1, 0.629171249598841), (42, 2, 0.10304944149726125), (43, 1, 0.1771393528422307), (44, 1, 0.7596211606515272), (45, 2, 0.2949184873197104), (46, 2, 0.8234812976331153), (47, 2, 0.7433158697887929), (48, 3, 0.011535787799823893), (49, 1, 0.8704315485216124)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1]",8,7,13,13,5,8
"[(0, 2, 0.4078267274085621), (1, 1, 0.4591908445378754), (2, 3, 0.7613134384051065), (3, 2, 0.43787266461905505), (4, 1, 0.48864787506233487), (5, 2, 0.2508022467456493), (6, 1, 0.3667199932329136), (7, 3, 0.6561455744312915), (8, 2, 0.10049404407737206), (9, 1, 0.9312716568367198), (10, 1, 0.3255094624568716), (11, 3, 0.05746252890511705), (12, 3, 0.9314873788787907), (13, 1, 0.27852686015102324), (14, 3, 0.3895602999064933), (15, 3, 0.34456841436646535), (16, 1, 0.5671631174440956), (17, 2, 0.5766008557348551), (18, 1, 0.9507006282383056), (19, 1, 0.5301908693124383), (20, 2, 0.15902160084600225), (21, 3, 0.6535643918328374), (22, 3, 0.8911301185353029), (23, 2, 0.5617524141273158), (24, 1, 0.20921918688785457), (25, 2, 0.21521231309886557), (26, 2, 0.9494259745424619), (27, 2, 0.5812274443869598), (28, 1, 0.7442083503807931), (29, 3, 0.9343925066726855), (30, 1, 0.5114321552557841), (31, 1, 0.5288276337950627), (32, 3, 0.7486175085787522), (33, 1, 0.06454018390560812), (34, 2, 0.5094989731350124), (35, 1, 0.7366490815835082), (36, 2, 0.9966551691541203), (37, 3, 0.3019245027465872), (38, 3, 0.7031814054085269), (39, 2, 0.2486007058201939), (40, 2, 0.8963368045980019), (41, 1, 0.4026660369300493), (42, 2, 0.22423374451131306), (43, 3, 0.5250727868540838), (44, 2, 0.3359804110221918), (45, 1, 0.30868278306958674), (46, 3, 0.5576033021002608), (47, 2, 0.5924204375674876), (48, 1, 0.00653386490002017), (49, 3, 0.0066737480351952705)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]",15,13,7,13,13,15
